club_id,club_name,country_name
2984,AO Egaleo,Greece
2990,Académica Coimbra,Portugal
2995,FC Paços de Ferreira,Portugal
2996,Incheon United,"Korea, South"
2999,Hamilton Academical FC,Scotland
3008,Hull City,England
3037,Calcio Padova,Italy
3054,Shrewsbury Town,England
3057,Standard Liège,Belgium
3060,Atromitos Athens,Greece
3062,Athens Kallithea,Greece
3083,Standaard Wetteren,Belgium
3134,KFC VW Hamme,Belgium
3135,AS Beauvais Oise,France
3146,Olympic Charleroi,Belgium
3159,RFC Lüttich,Belgium
3161,Tours FC,France
3166,Pau FC,France
3172,CS Visé,Belgium
3173,Van Spor FK,Türkiye
3175,August 1st,China
3176,Beijing Guoan,China
3178,Dalian Shide,China
3181,Shaanxi Guoli,China
3182,Shandong Taishan,China
3183,Shanghai Shenhua,China
3187,Tianjin Jinmen Tiger,China
3188,Yunnan Hongta,China
3193,New Zealand Knights FC,New Zealand
3197,Goiás EC,Brazil
3202,Bakirköyspor,Türkiye
3205,Kayserispor,Türkiye
3207,Boluspor,Türkiye
3209,Pendikspor,Türkiye
3211,Batman Petrolspor,Türkiye
3216,Mersin Talimyurdu SK,Türkiye
3225,Patro Eisden Maasmechelen,Belgium
3229,Al-Rayyan SC,Qatar
3230,KFC Turnhout,Belgium
3233,Pécsi MFC,Hungary
3234,Tombense Futebol Clube,Brazil
3239,UE Lleida,Spain
3267,Leça FC,Portugal
3268,Casa Pia AC,Portugal
3271,FC Maia,Portugal
3274,AD Ovarense,Portugal
3280,AD Confiança,Brazil
3291,Gornik Leczna,Poland
3301,Suwon Samsung Bluewings,"Korea, South"
3302,UD Almería,Spain
3315,KVK Tienen,Belgium
3318,Racing Club de France,France
3319,Sampaio Corrêa FC,Brazil
3323,Gondomar SC,Portugal
3325,GD Chaves,Portugal
3326,AD Fafe,Portugal
3327,FC Penafiel,Portugal
3329,FC Famalicão,Portugal
3330,Joinville Esporte Clube,Brazil
3334,Marília AC,Brazil
3336,Desportivo Aves,Portugal
3341,CD Olivais e Moscavide,Portugal
3345,Leixões SC,Portugal
3348,CD Trofense,Portugal
3349,CD Feirense,Portugal
3368,Levante UD,Spain
3371,Cheltenham Town,England
3372,Rochester New York FC,United States
3385,Panserraikos,Greece
3392,Apollon Kalamarias,Greece
3395,Tatabányai SC,Hungary
3426,Esbjerg fB,Denmark
3455,Forest Green Rovers,England
3508,Zulte Waregem,Belgium
3512,Castel Di Sangro CEP 1953,Italy
3520,Sporting Club Sétois,France
3522,Spezia Calcio,Italy
3524,Clermont Foot 63,France
3525,SO Cholet,France
3527,Motor Lublin,Poland
3535,Ulsan HD FC,"Korea, South"
3537,Crawley Town,England
3541,La Roche Vendée Football,France
3545,Pacy Ménilles Racing Club,France
3549,Bourges 18,France
3551,SCR Altach,Austria
3552,BFC Siófok,Hungary
3558,GFC Ajaccio,France
3592,Kryvbas Kryvyi Rig,Ukraine
3609,Rotor Volgograd,Russia
3610,Seongnam FC,"Korea, South"
3612,Al-Ahli SC,Qatar
3622,IFK Värnamo,Sweden
3631,CF América,Mexico
3641,Degerfors IF,Sweden
3654,Kalmar FF,Sweden
3679,Atlético Madrileño,Spain
3684,Stevenage FC,England
3687,Uralan Elista,Russia
3688,Accrington Stanley,England
3691,Tom Tomsk,Russia
3696,Dagenham & Redbridge FC,England
3697,Morecambe FC,England
3705,Algeciras CF,Spain
3708,Barakaldo CF,Spain
3709,Getafe CF,Spain
3711,CD Cruz Azul,Mexico
3719,FC Khimki,Russia
3725,Akhmat Grozny,Russia
3728,Union Namur,Belgium
3729,Arsenal Tula,Russia
3734,Tokyo Verdy,Japan
3736,KSK Ronse,Belgium
3751,RFC Tournai,Belgium
3772,Royal Union Tubize-Braine,Belgium
3795,SK Hanacka Slavia Kromeriz,Czech Republic
3820,Mansfield Town,England
3828,Yokohama F. Marinos,Japan
3834,Sokol Saratov,Russia
3837,Fredrikstad FK,Norway
3840,Adana Demirspor,Türkiye
3841,Istanbul Güngörenspor,Türkiye
3842,Izmirspor,Türkiye
3846,Usakspor,Türkiye
3876,Mirassol Futebol Clube,Brazil
3884,AFC Wimbledon,England
3892,FC Eindhoven,Netherlands
3898,RWDM Brussels FC,Belgium
3901,RAAL La Louvière,Belgium
3911,Stade Brestois 29,France
3912,GSI Pontivy,France
3915,Angoulême Charente FC,France
3935,Oita Trinita,Japan
3938,CA Talleres,Argentina
3948,Union Saint-Gilloise,Belgium
3958,Vissel Kobe,Japan
3973,Brasiliense FC,Brazil
3999,PAS Lamia 1964,Greece
4000,Lechia Gdansk,Poland
4030,CD Calahorra,Spain
4031,Cosenza Calcio,Italy
4032,SD Ponferradina,Spain
4033,Fermana FC,Italy
4035,CF Pachuca,Mexico
4053,Ciudad Murcia,Spain
4057,Luch Vladivostok,Russia
4064,Figueirense Futebol Clube,Brazil
4078,CF Montréal,Canada
4083,FC Crotone,Italy
4084,AS Cittadella,Italy
4085,Fidelis Andria 2018,Italy
4086,AS Lodigiani Calcio 1972,Italy
4087,Atletico Catania,Italy
4093,Taranto SS,Italy
4095,AC Trento,Italy
4096,SS Turris Calcio,Italy
4097,US Catanzaro,Italy
4102,AC Carpi,Italy
4103,FC Lumezzane,Italy
4104,FC Esperia Viareggio,Italy
4106,Casertana FC,Italy
4111,Rimini FC,Italy
4113,US Massese 1919,Italy
4114,Nocerina Calcio,Italy
4115,Charleston Battery,United States
4128,Amkar Perm,Russia
4146,Aurora Pro Patria,Italy
4150,AC Cuneo 1905 Olmo,Italy
4153,L\,Italy
4159,Carrarese Calcio 1908,Italy
4163,US Fiorenzuola 1922,Italy
4167,1913 Seregno Calcio,Italy
4171,Benevento Calcio,Italy
4172,Pisa Sporting Club,Italy
4176,Volta Redonda Futebol Clube,Brazil
4254,ASD Giulianova,Italy
4255,SS Arezzo,Italy
4271,US Triestina,Italy
4284,Sporting Kansas City,United States
4290,Pittsburgh Riverhounds SC,United States
4291,Portland Timbers,United States
4294,SC Farense,Portugal
4297,Varzim SC,Portugal
4309,Hamarkameratene,Norway
4324,Imolese Calcio 1919,Italy
4326,AS Gubbio 1910,Italy
4330,US Sambenedettese,Italy
4331,FC Trapani 1905,Italy
4333,US Grosseto 1912,Italy
4337,Acireale Calcio,Italy
4338,Virtus Ciserano Bergamo 1909,Italy
4339,Aquila Montevarchi 1902,Italy
4341,US Savoia 1908,Italy
4361,Varese Calcio,Italy
4380,Assyriska FF,Sweden
4414,Gefle IF,Sweden
4441,Wolfsberger AC,Austria
4467,TSV Hartberg,Austria
4482,Volyn Lutsk,Ukraine
4488,CD Irapuato,Mexico
4529,DAC Dunajska Streda,Slovakia
4531,FC Tatran Presov,Slovakia
4537,SC Xaverov Horni Pocernice,Czech Republic
4541,UC AlbinoLeffe,Italy
4542,Cultural Leonesa,Spain
4544,Sora Calcio 1907,Italy
4550,Legnano AC,Italy
4553,US Pergolettese 1932,Italy
4554,FC Südtirol,Italy
4557,Club Ferro Carril Oeste,Argentina
4558,Martina Calcio 1947,Italy
4565,Tecos FC,Mexico
4573,Amasyaspor,Türkiye
4574,Gümüshanespor,Türkiye
4603,AE Larisa,Greece
4630,Al-Sailiya SC,Qatar
4673,Arsenal FC,Argentina
4718,SS Virtus Lanciano,Italy
4750,SC Olhanense,Portugal
4768,Changchun Yatai,China
4773,Ituano Futebol Clube,Brazil
4774,Jaguares FC,Mexico
4786,Dukla Banska Bystrica,Slovakia
4787,Dunaújváros FC,Hungary
4795,FC Ingolstadt 04,Germany
4814,Associação Naval 1893,Portugal
4864,Clube Oriental Lissabon,Portugal
4868,Gornik Polkowice,Poland
4941,Club León FC,Mexico
4961,Querétaro FC,Mexico
5026,Lommel SK,Belgium
5086,SO Romorantin,France
5107,NK Zagreb,Croatia
5138,Tiburones Rojos de Veracruz,Mexico
5163,Brindisi FC,Italy
5174,Pavia Calcio 1911,Italy
5202,Västerås SK,Sweden
5208,CA Los Andes,Argentina
5219,AO Kerkyraikos,Greece
5220,GS Ergotelis,Greece
5225,FC Zbrojovka Brno,Czech Republic
5227,Atlético CP,Portugal
5243,Parma Primavera,Italy
5268,FC Moscow,Russia
5310,Villemomble Sports,France
5358,SD Huesca,Spain
5378,Vasas FC,Hungary
5380,Inter Milan Primavera,Italy
5381,Al-Khor SC,Qatar
5399,Szolnoki MÁV FC,Hungary
5407,SR Colmar,France
5499,FC Stade-Lausanne-Ouchy,Switzerland
5507,FC Stade Nyonnais,Switzerland
5514,Calcio Lecco 1912,Italy
5542,CPR Ospitaletto,Italy
5543,Chieti Calcio,Italy
5544,1.FC Slovacko,Czech Republic
5545,FC Zlin,Czech Republic
5546,FK Mlada Boleslav,Czech Republic
5551,Newcastle United Jets,Australia
5585,Barletta 1922,Italy
5587,SS Juve Stabia,Italy
5595,Mardinspor,Türkiye
5615,Alma Juventus Fano 1906,Italy
5618,Lecce Primavera,Italy
5619,Aalesunds FK,Norway
5621,AC Reggiana 1919,Italy
5623,Club Atlético Morelia,Mexico
5648,Gimnàstic de Tarragona,Spain
5649,Atlético Malagueño,Spain
5650,Pontevedra CF,Spain
5659,US Ivry Football,France
5662,Puebla FC,Mexico
5677,Vila Nova Futebol Clube,Brazil
5689,Cracovia,Poland
5724,Randers FC,Denmark
5743,Turan Spor,Türkiye
5773,AS Cherbourg,France
5776,FC Fredericia,Denmark
5817,Sönderjyske Fodbold,Denmark
5818,Hobro IK,Denmark
6038,SK Sigma Olomouc B,Czech Republic
6049,Békéscsaba 1912 Elöre SE,Hungary
6052,Büki TK,Hungary
6055,ETO FC Győr,Hungary
6056,Kaposvári Rákóczi FC,Hungary
6058,Nyíregyháza Spartacus,Hungary
6062,CA Defensores de Belgrano,Argentina
6071,Chengdu Tiancheng,China
6087,NK Medjimurje Cakovec,Croatia
6089,Casarano Calcio,Italy
6107,Arka Gdynia,Poland
6110,Korona Kielce,Poland
6112,Piast Gliwice,Poland
6139,Åtvidabergs FF,Sweden
6163,FK Senica,Slovakia
6190,Swit Nowy Dwor Mazowiecki,Poland
6195,SSC Napoli,Italy
6201,FC Banik Ostrava B,Czech Republic
6266,Cavese 1919,Italy
6297,Al-Gharafa SC,Qatar
6304,KSV Oudenaarde,Belgium
6306,KVK Ninove,Belgium
6321,Vancouver Whitecaps FC,Canada
6342,White Star Brussels,Belgium
6347,Paysandu SC,Brazil
6351,Sangiovannese 1927,Italy
6361,Podbeskidzie Bielsko-Biala,Poland
6372,ES Viry-Châtillon,France
6377,FK Viagem Usti nad Labem,Czech Republic
6380,SK Kladno,Czech Republic
6395,Vegalta Sendai,Japan
6399,Sandefjord Fotball,Norway
6414,Metalist Kharkiv,Ukraine
6418,Panetolikos GFS,Greece
6450,Wuhan Yangtze,China
6456,GKS Katowice,Poland
6464,FK AS Pardubice,Czech Republic
6474,FK Kunovice,Czech Republic
6475,1.HFK Olomouc,Czech Republic
6483,AC Sparta Prague B,Czech Republic
6499,Daejeon Hana Citizen,"Korea, South"
6500,FC Seoul,"Korea, South"
6502,Jeonbuk Hyundai Motors,"Korea, South"
6503,Jeonnam Dragons,"Korea, South"
6504,Daegu FC,"Korea, South"
6505,Gimcheon Sangmu,"Korea, South"
6541,SK Slavia Prague B,Czech Republic
6560,Zaglebie Sosnowiec,Poland
6572,Montpellier HSC B,France
6574,US Sassuolo,Italy
6600,Sport Club Internacional,Brazil
6630,Sanliurfaspor,Türkiye
6631,FC Tokyo,Japan
6632,Kashiwa Reysol,Japan
6642,CD Chivas USA,United States
6643,Real Salt Lake City,United States
6646,Fatih Karagümrük,Türkiye
6676,Asteras Aktor,Greece
6688,Bilbao Athletic,Spain
6692,Novara FC,Italy
6699,Exeter City,England
6709,CF Atlante,Mexico
6711,Deportivo Guadalajara,Mexico
6763,Football Club Mantois,France
6767,Real Madrid Castilla,Spain
6890,Basaksehir FK,Türkiye
6894,Kayseri Erciyesspor,Türkiye
6912,FC Vizela,Portugal
6945,Crystal Palace U21,England
6954,Central Coast Mariners,Australia
6992,Chornomorets Odesa,Ukraine
6993,FC Mariupol,Ukraine
6994,Metalurg Zaporizhya,Ukraine
6996,Goverla Uzhgorod,Ukraine
7006,Melbourne Victory,Australia
7009,GAIS,Sweden
7014,Sociedade Esportiva do Gama,Brazil
7030,Vis Pesaro 1898,Italy
7042,US Boulogne,France
7055,Tigres UANL,Mexico
7056,CD Mafra,Portugal
7077,FC Cartagena,Spain
7087,MFK Ruzomberok,Slovakia
7088,Fethiyespor,Türkiye
7097,CA Unión,Argentina
7119,UD Vilafranquense,Portugal
7124,Quevilly - Rouen Métropole,France
7146,Warta Poznan,Poland
7154,Radomiak Radom,Poland
7160,Eyüpspor,Türkiye
7178,Criciúma Esporte Clube,Brazil
7179,CD Tondela,Portugal
7185,Panthrakikos Komotini,Greece
7197,Potenza Calcio,Italy
7209,ABC Futebol Clube,Brazil
7378,Portimonense SAD,Portugal
7392,Spartak Dubnica nad Vahom,Slovakia
7411,Jönköpings Södra IF,Sweden
7452,RB Omiya Ardija,Japan
7468,Club Olimpo,Argentina
7478,EC Santo André,Brazil
7633,UNAM Pumas,Mexico
7682,Pápai Perutz FC,Hungary
7722,Vendée Fontenay Foot,France
7773,KSC Lokeren,Belgium
7775,Hatayspor,Türkiye
7788,Académico Viseu FC,Portugal
7805,MFK Chrudim,Czech Republic
7831,Brisbane Roar,Australia
7882,US Raon-l\,France
7918,AS Trencin,Slovakia
7945,IK Sirius,Sweden
7971,Hércules CF,Spain
7975,FC Vysocina Jihlava,Czech Republic
7976,Polonia Bytom,Poland
8024,FC Arouca,Portugal
8054,Sydney FC,Australia
8057,CA Atlanta,Argentina
8077,US Vibonese,Italy
8146,FC Senec,Slovakia
8152,RC Lens B,France
8158,OGC Nice B,France
8178,Entente Sannois Saint-Gratien,France
8179,FC Metz B,France
8189,Lusitânia FC Lourosa,Portugal
8235,FR Haguenau,France
8241,SC Schiltigheim,France
8304,Città di Gela,Italy
8344,Albirex Niigata,Japan
8356,Club Villa Dálmine,Argentina
8373,Siracusa Calcio,Italy
8424,Vilaverdense FC,Portugal
8427,Royal Cappellen FC,Belgium
8445,Wellington Phoenix,New Zealand
8457,Shonan Bellmare,Japan
8463,FC Rapperswil-Jona,Switzerland
8490,Cizrespor,Türkiye
8492,Empoli Primavera,Italy
8505,Fiorentina Primavera,Italy
8512,Paris Saint-Germain B,France
8513,Ternana Primavera,Italy
8515,AS Saint-Étienne B,France
8516,CA Osasuna Promesas,Spain
8517,Genoa U20,Italy
8519,Sevilla Atlético,Spain
8523,NAC Breda U21,Netherlands
8524,Olympique de Marseille B,France
8525,Pescara Primavera,Italy
8536,Qingdao Hainiu,China
8539,Yanbian Funde,China
8541,FK Varnsdorf,Czech Republic
8568,AD Ceuta FC,Spain
8579,ASD Manfredonia Calcio,Italy
8590,Atlas Guadalajara,Mexico
8684,FC Hlucin,Czech Republic
8685,MFK Vitkovice,Czech Republic
8698,Grêmio Barueri Futebol Ltda.,Brazil
8705,AS Moulins Football,France
8718,Sport Club do Recife,Brazil
8728,Aviron Bayonnais,France
8733,RC Celta Fortuna,Spain
8738,AS Pizzighettone,Italy
8793,Red Bull Bragantino,Brazil
8816,FC Dallas,United States
8817,Ajax Amsterdam U21,Netherlands
8827,UD Oliveirense,Portugal
8835,Spartak Nalchik,Russia
8838,Zirka Kropyvnytskyi,Ukraine
8877,AFC Eskilstuna,Sweden
8890,FC Zbrojovka Brno B,Czech Republic
8936,Miedz Legnica,Poland
8950,Canet Roussillon FC,France
8970,Frosinone Calcio,Italy
9005,Willem II Tilburg U21,Netherlands
9007,Arsenal Kyiv,Ukraine
9010,FCV Dender EH,Belgium
9030,Botafogo FC,Brazil
9055,Stomil Olsztyn,Poland
9168,Houston Dynamo FC,United States
9202,USL Dunkerque,France
9239,Ruch Radzionkow,Poland
9241,Diósgyőri VTK,Hungary
9249,Arsenal FC U21,England
9250,Chelsea FC U21,England
9251,Manchester United U21,England
9252,Liverpool FC U21,England
9253,Newcastle United U21,England
9254,Tottenham Hotspur U21,England
9256,Middlesbrough FC U21,England
9258,Blackburn Rovers U21,England
9259,Bolton Wanderers B,England
9261,Everton FC U21,England
9262,Fulham FC U21,England
9264,Sunderland AFC U21,England
9265,Manchester City U21,England
9267,West Ham United U21,England
9353,Atletico Roma,Italy
9371,Toulouse FC B,France
9439,Feralpisalò,Italy
9597,Avispa Fukuoka,Japan
9598,Kawasaki Frontale,Japan
9614,Östersunds FK,Sweden
9636,Seattle Sounders FC,United States
9638,CB Ramón Santamarina,Argentina
9644,Raków Częstochowa,Poland
9668,AS Monaco U21,Monaco
9681,AS Verbroedering Geel,Belgium
9690,FC Bassano,Italy
9715,PSV Eindhoven U21,Netherlands
9802,Le Mans FC B,France
9804,FC Rupel Boom,Belgium
9816,Forlì FC,Italy
9818,Giugliano Calcio 1928,Italy
9826,Olbia Calcio 1905,Italy
9881,Jura Sud Foot,France
9888,KSK Heist,Belgium
9899,Real Sociedad B,Spain
9902,Vendée Poiré Football,France
9980,Zacatepec FC,Mexico
9982,Henan FC,China
10003,Poissy FC,France
10004,Paris FC,France
10010,Esporte Clube Bahia,Brazil
10091,Dorados de Sinaloa,Mexico
10107,UR La Louvière Centre,Belgium
10118,Sorrento 1945,Italy
10131,SV Grödig,Austria
10140,SC Covilhã,Portugal
10155,San Marino,Italy
10217,Sarpsborg 08 FF,Norway
10233,AMSD Atlético de Rafaela,Argentina
10247,Portuguesa,Brazil
10314,NK Karlovac 1919,Croatia
10330,SL Benfica B,Portugal
10331,FC Porto B,Portugal
10348,Gallipoli Calcio,Italy
10370,Racing Club Harelbeke,Belgium
10403,CA Racing,Argentina
10407,Luzenac Ariège Pyrénées,France
10483,Hacettepe Spor,Türkiye
10484,Kasimpasa,Türkiye
10492,Esporte Clube Juventude,Brazil
10507,Varbergs BoIS,Sweden
10511,CA San Martín,Argentina
10512,KVC Winkel Sport,Belgium
10534,CA Nueva Chicago,Argentina
10560,Grêmio Esportivo Brasil,Brazil
10670,AS Melfi,Italy
10672,Marcianise,Italy
10690,Zorya Lugansk,Ukraine
10718,FC Andorra,Andorra
10774,SO Châtellerault,France
10775,Al-Shamal SC,Qatar
10787,CS Marítimo B,Portugal
10789,SC Braga B,Portugal
10820,AJ Auxerre B,France
10825,FC Sochaux-Montbéliard B,France
10838,SAS Epinal,France
10846,ESTAC Troyes B,France
10850,FC Nantes B,France
10867,AS Béziers,France
10868,US Orléans,France
10870,Fortaleza Esporte Clube,Brazil
10872,FC Girondins Bordeaux B,France
10874,Stade Bordelais,France
10885,Club Atlético Gimnasia y Esgrima,Argentina
10907,Zamora CF,Spain
10920,Umm Salal SC,Qatar
10948,Guangzhou FC,China
10949,Sporting CP B,Portugal
10958,AC Milan Primavera,Italy
10959,Udinese Primavera,Italy
10997,Clube do Remo,Brazil
10999,Ventforet Kofu,Japan
11000,CD Lugo,Spain
11008,Juventus Primavera,Italy
11057,Hoogstraten VV,Belgium
11083,NK Rudes,Croatia
11095,Ispartaspor,Türkiye
11107,Videoton FC Fehérvár,Hungary
11116,FK Caslav,Czech Republic
11117,FK Banik Sokolov 1948,Czech Republic
11126,Mordovia Saransk,Russia
11127,Ural Yekaterinburg,Russia
11141,Toronto FC,Canada
11153,Moulins-Yzeure Foot 03,France
11154,NEC Nijmegen U21,Netherlands
11177,Fleetwood Town,England
11194,NK Lokomotiva Zagreb,Croatia
11204,Stade Reims B,France
11207,Aurillac FC,France
11228,North Carolina FC,United States
11245,UD San Sebastián de los Reyes,Spain
11259,CD Alcoyano,Spain
11273,Rodez AF,France
11282,Alanyaspor,Türkiye
11300,Athlétic Club Arlésien,France
11337,Città di Foligno 1928,Italy
11338,Mjøndalen IF,Norway
11368,AZ Alkmaar U21,Netherlands
11374,Jeanne d\,France
11422,CE Sabadell FC,Spain
11449,Clube de Regatas Brasil,Brazil
11466,RUFC Calais,France
11493,Palermo Primavera,Italy
11596,AD Alcorcón,Spain
11602,CP Cacereño,Spain
11676,Cagliari Primavera,Italy
11688,Giresunspor,Türkiye
11693,San Luis FC,Mexico
11831,Club Atlético Tigre,Argentina
11972,Villarreal CF B,Spain
11997,Roma U20,Italy
11998,Atalanta Primavera,Italy
12000,Reggina Primavera,Italy
12001,Sampdoria Primavera,Italy
12005,FC ViOn Zlate Moravce-Vrable,Slovakia
12100,CA All Boys,Argentina
12124,Aston Villa U21,England
12130,Torino Primavera,Italy
12150,Colibríes de Morelos,Mexico
12163,Paksi FC,Hungary
12179,CS Independiente Rivadavia,Argentina
12181,San Fernando CD,Spain
12276,Olympique Saint-Quentin,France
12292,Indios de Ciudad Juárez,Mexico
12301,CA Aldosivi,Argentina
12321,Girona FC,Spain
12351,Linares Deportivo,Spain
12361,Marbella FC,Spain
12374,Altinordu FK,Türkiye
12380,Darica Genclerbirligi,Türkiye
12381,1461 Trabzon,Türkiye
12382,Amed SK,Türkiye
12388,Ankara Keciörengücü,Türkiye
12390,MKE Kirikkalespor,Türkiye
12405,Real Unión Club,Spain
12423,Kecskeméti TE,Hungary
12424,FC Le Mont LS,Switzerland
12452,Kahramanmaras Spor,Türkiye
12454,CA Sarmiento,Argentina
12456,Türkgücü München,Germany
12458,Club Deportivo Morón,Argentina
12474,Avoine Olympique Chinon Cinais,France
12563,CA Alvarado,Argentina
12567,CD Eldense,Spain
12574,CD Godoy Cruz Antonio Tomba,Argentina
12605,Real Balompédica Linense,Spain
12647,Papai ELC,Hungary
12671,US Albi,France
12672,Club Almirante Brown,Argentina
12681,CA Chaco For Ever,Argentina
12709,Club Atlético San Martín,Argentina
12714,Alacranes de Durango,Mexico
12728,Tampico Madero,Mexico
12748,EA Guingamp B,France
12764,Olympique Lyon B,France
12765,LOSC Lille B,France
12770,SM Caen B,France
12813,Livorno Primavera,Italy
12816,Lazio U20,Italy
12819,Napoli Primavera,Italy
12823,Fotbal Fulnek,Czech Republic
12825,SK Sparta Krc,Czech Republic
12861,FK Strizkov,Czech Republic
13222,CD Mirandés,Spain
13225,CF Reus Deportiu,Spain
13240,Sestao River,Spain
13241,UD Ibiza,Spain
13299,FC Sellier & Bellot Vlasim,Czech Republic
13339,CA Colegiales,Argentina
13341,CSD Flandria,Argentina
13353,Club Tijuana,Mexico
13354,Correcaminos de la UAT,Mexico
13357,Lobos BUAP,Mexico
13358,Petroleros de Salamanca Catedráticos FC,Mexico
13360,Real Colima,Mexico
13362,CD Tapatío,Mexico
13383,Santos Laguna II,Mexico
13414,Rákospalotai EAC,Hungary
13466,FC Versailles 78,France
13473,Nazilli Spor,Türkiye
13509,Al-Wakrah SC,Qatar
13523,Les Herbiers VF,France
13549,CA Boca Unidos,Argentina
13562,Savona FBC,Italy
13571,La Vitréenne FC,France
13650,CS Estudiantes,Argentina
13651,CA San Telmo,Argentina
13702,CF Rayo Majadahonda,Spain
13716,1.SC Znojmo FK,Czech Republic
13718,1.SK Prostejov,Czech Republic
13726,MFK Karvina,Czech Republic
13744,Zemplin Michalovce,Slovakia
13753,MFK Vyskov,Czech Republic
13903,MSK Rimavska Sobota,Slovakia
14171,Thonon Évian Grand Genève FC,France
14201,US Marseille Endoume,France
14312,CA Estudiantes,Argentina
14318,CS Deportivo Madryn,Argentina
14390,Brusque Futebol Clube,Brazil
14517,SZEOL SC,Hungary
14519,CA Talleres,Argentina
14542,CA Temperley,Argentina
14554,Club Atlético Tucumán,Argentina
14585,Soroksár SC,Hungary
14589,FC Orenburg,Russia
14602,AA Estudiantes,Argentina
14670,CA Central Norte,Argentina
14681,CA Brown,Argentina
14683,Club Social y Atlético Guillermo Brown,Argentina
14687,Gimnasia y Esgrima de Mendoza,Argentina
14688,Club de Gimnasia y Tiro,Argentina
14694,Como Primavera,Italy
14718,CA Douglas Haig,Argentina
14725,FC Groningen U21,Netherlands
14796,CF La Nucía,Spain
14821,Pisa Primavera,Italy
14829,Brescia Primavera,Italy
14845,Chievo Primavera,Italy
14848,Bologna Primavera,Italy
14861,AlbinoLeffe Primavera,Italy
14888,US Città di Pontedera,Italy
14893,Spezia Primavera,Italy
14902,Avellino Primavera,Italy
14907,Bari Primavera,Italy
14908,Modena Primavera,Italy
14909,Ascoli Picchio Primavera,Italy
14925,Vicenza Primavera,Italy
14926,Perugia Primavera,Italy
14933,Beykoz Ishakli Spor,Türkiye
14968,Salernitana Primavera,Italy
14977,Club Almagro,Argentina
15064,Guaratinguetá,Brazil
15099,Padova Primavera,Italy
15136,Vitória Guimarães SC B,Portugal
15172,Atlético Clube Goianiense,Brazil
15374,Portogruaro Calcio,Italy
15414,Sportivo Belgrano,Argentina
15439,AC Le Havre B,France
15882,Ferroviária,Brazil
15889,Gold Coast United,Australia
15906,Bruk-Bet Termalica Nieciecza,Poland
16022,Antequera CF,Spain
16026,Atlético Mexiquense,Mexico
16032,Hokkaido Consadole Sapporo,Japan
